epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1101,111847,0.11559,0.06767,0.09354,0.89403,0.9777,0.95197,0.97323,0.9411,0.97272,0.95131,0.97141,0.94509,0.35182,0.4703,0.37776,0.67231,0.0045055,0.0045055,0.0045055
1102,111948,0.11961,0.07337,0.09608,0.89264,0.97804,0.95197,0.9732,0.9411,0.97372,0.94914,0.97142,0.9451,0.35172,0.47018,0.37797,0.67201,0.00450051,0.00450051,0.00450051
1103,112049,0.11964,0.07202,0.09966,0.89026,0.97819,0.95197,0.97312,0.94097,0.97372,0.94895,0.97135,0.94506,0.35179,0.4702,0.37829,0.67193,0.00449551,0.00449551,0.00449551
1104,112151,0.11745,0.07146,0.09508,0.89259,0.97827,0.95197,0.97309,0.94082,0.97371,0.94878,0.97133,0.94517,0.35203,0.47028,0.37848,0.67221,0.00449051,0.00449051,0.00449051
1105,112252,0.11576,0.06481,0.09183,0.88805,0.97818,0.95197,0.97306,0.94082,0.97372,0.94899,0.97133,0.94512,0.35215,0.47052,0.37845,0.67233,0.00448552,0.00448552,0.00448552
1106,112353,0.12209,0.07477,0.09709,0.89091,0.97827,0.95197,0.97304,0.94102,0.97338,0.94877,0.97137,0.94533,0.35226,0.47076,0.37844,0.67245,0.00448052,0.00448052,0.00448052
1107,112454,0.1195,0.07143,0.09636,0.8905,0.97832,0.95197,0.97302,0.94089,0.97331,0.94877,0.97139,0.94544,0.35236,0.47077,0.37838,0.67259,0.00447553,0.00447553,0.00447553
1108,112555,0.11602,0.07004,0.09497,0.89164,0.97819,0.95197,0.97303,0.94056,0.97344,0.94877,0.97143,0.94546,0.3523,0.47074,0.37817,0.67269,0.00447054,0.00447054,0.00447054
1109,112656,0.11883,0.07073,0.0935,0.8935,0.97866,0.95197,0.97303,0.94074,0.97353,0.94877,0.97147,0.94554,0.35223,0.47086,0.378,0.67267,0.00446554,0.00446554,0.00446554
1110,112757,0.12086,0.06909,0.09705,0.89421,0.9795,0.95197,0.97299,0.94064,0.97544,0.94877,0.97144,0.94549,0.35222,0.4709,0.37781,0.67258,0.00446055,0.00446055,0.00446055
1111,112858,0.12063,0.07028,0.09204,0.8938,0.97947,0.95197,0.97296,0.94074,0.97538,0.94877,0.97144,0.94549,0.35206,0.47111,0.37765,0.67235,0.00445555,0.00445555,0.00445555
1112,112959,0.11691,0.06701,0.09288,0.8909,0.97955,0.95197,0.97292,0.94092,0.97539,0.94877,0.97138,0.9454,0.35197,0.47119,0.37754,0.67218,0.00445056,0.00445056,0.00445056
1113,113060,0.11925,0.06208,0.09129,0.89798,0.98033,0.95197,0.9729,0.94106,0.97567,0.94877,0.97135,0.9453,0.35203,0.47133,0.37767,0.67228,0.00444556,0.00444556,0.00444556
1114,113161,0.11742,0.06497,0.09037,0.88909,0.98039,0.95197,0.97287,0.94081,0.97466,0.94877,0.97131,0.94509,0.35198,0.47142,0.37791,0.67214,0.00444057,0.00444057,0.00444057
1115,113262,0.1204,0.06927,0.09496,0.89279,0.98055,0.95197,0.97282,0.94043,0.9736,0.94771,0.9712,0.94519,0.35202,0.47132,0.37806,0.67224,0.00443557,0.00443557,0.00443557
1116,113363,0.11758,0.06494,0.09916,0.89632,0.98062,0.95197,0.97282,0.9406,0.97361,0.94771,0.9712,0.94531,0.35213,0.4713,0.37826,0.67245,0.00443057,0.00443057,0.00443057
1117,113464,0.12075,0.06939,0.09621,0.89248,0.98077,0.95197,0.9728,0.94113,0.97411,0.94771,0.97117,0.94523,0.35212,0.47145,0.37873,0.67263,0.00442558,0.00442558,0.00442558
1118,113565,0.12351,0.06209,0.09855,0.89779,0.9807,0.95197,0.97277,0.94062,0.9734,0.94771,0.97116,0.94498,0.3524,0.47154,0.37901,0.67285,0.00442059,0.00442059,0.00442059
1119,113666,0.11522,0.0667,0.09079,0.89394,0.9793,0.95197,0.97276,0.94062,0.97167,0.94771,0.97115,0.94502,0.35248,0.47183,0.37953,0.67293,0.00441559,0.00441559,0.00441559
1120,113768,0.11622,0.06118,0.09217,0.88913,0.9812,0.95197,0.97277,0.94056,0.97479,0.94771,0.97116,0.94491,0.35244,0.47206,0.37956,0.67289,0.00441059,0.00441059,0.00441059
1121,113869,0.11738,0.0635,0.09307,0.88641,0.98113,0.95197,0.97275,0.94054,0.97588,0.94771,0.97115,0.9449,0.35248,0.47218,0.37983,0.67295,0.0044056,0.0044056,0.0044056
1122,113970,0.12004,0.06469,0.09323,0.89233,0.98117,0.95197,0.9728,0.94063,0.97598,0.94771,0.97118,0.9449,0.35237,0.47201,0.38002,0.67277,0.00440061,0.00440061,0.00440061
1123,114071,0.12164,0.06568,0.09594,0.89674,0.9813,0.95192,0.97284,0.94095,0.97605,0.94771,0.9712,0.94495,0.35215,0.47212,0.38016,0.67262,0.00439561,0.00439561,0.00439561
1124,114172,0.11653,0.06227,0.08964,0.88853,0.98021,0.95161,0.97277,0.94089,0.97473,0.94771,0.97109,0.94486,0.35199,0.47248,0.38011,0.67249,0.00439061,0.00439061,0.00439061
1125,114273,0.11689,0.06653,0.09225,0.89517,0.98021,0.95142,0.97277,0.94074,0.97582,0.94753,0.97113,0.94487,0.35183,0.4726,0.38018,0.6722,0.00438562,0.00438562,0.00438562
1126,114374,0.11604,0.0632,0.0928,0.88976,0.9802,0.95112,0.97275,0.94111,0.97582,0.94755,0.97109,0.94482,0.35157,0.47288,0.38011,0.67188,0.00438062,0.00438062,0.00438062
1127,114475,0.11669,0.06813,0.09571,0.88642,0.9802,0.95123,0.97269,0.94107,0.97582,0.9476,0.97108,0.94474,0.35118,0.47298,0.38035,0.67152,0.00437563,0.00437563,0.00437563
1128,114577,0.11786,0.06812,0.09223,0.88924,0.9802,0.95113,0.97269,0.94123,0.97582,0.9474,0.97108,0.94473,0.35113,0.47301,0.38077,0.67127,0.00437064,0.00437064,0.00437064
1129,114678,0.11932,0.06485,0.09312,0.89086,0.97995,0.95091,0.97268,0.94118,0.97597,0.94771,0.97113,0.9447,0.35092,0.47301,0.38134,0.67072,0.00436564,0.00436564,0.00436564
1130,114779,0.11997,0.07092,0.09453,0.89611,0.98014,0.95091,0.97259,0.94076,0.97476,0.94815,0.97105,0.94452,0.3514,0.4732,0.38173,0.6709,0.00436065,0.00436065,0.00436065
1131,114880,0.11494,0.064,0.09109,0.88681,0.97913,0.95114,0.97259,0.94053,0.97551,0.94877,0.97105,0.94451,0.35151,0.47316,0.38214,0.67067,0.00435565,0.00435565,0.00435565
1132,114981,0.11497,0.06418,0.08982,0.89273,0.98094,0.95197,0.97264,0.94026,0.97654,0.94771,0.97061,0.94451,0.35158,0.4731,0.38266,0.67057,0.00435066,0.00435066,0.00435066
1133,115082,0.11679,0.063,0.09146,0.89184,0.98095,0.95197,0.97261,0.94017,0.97655,0.94771,0.97056,0.94443,0.35154,0.47306,0.38298,0.67055,0.00434566,0.00434566,0.00434566
1134,115183,0.12029,0.06901,0.09285,0.89475,0.98097,0.95197,0.9726,0.94022,0.97658,0.94771,0.97053,0.9444,0.35136,0.47305,0.38303,0.67024,0.00434067,0.00434067,0.00434067
1135,115284,0.11952,0.067,0.09383,0.89221,0.97987,0.95197,0.97262,0.94007,0.97547,0.94771,0.9705,0.94446,0.35143,0.47319,0.38321,0.67019,0.00433567,0.00433567,0.00433567
1136,115386,0.11905,0.06528,0.09629,0.89391,0.98129,0.95197,0.97262,0.93992,0.97689,0.94771,0.97052,0.94443,0.35094,0.47302,0.38268,0.66947,0.00433067,0.00433067,0.00433067
1137,115487,0.11724,0.06552,0.09408,0.89358,0.98005,0.95197,0.97266,0.94008,0.97565,0.94771,0.97043,0.94436,0.3509,0.47319,0.38285,0.66951,0.00432568,0.00432568,0.00432568
1138,115588,0.11272,0.06269,0.0942,0.88857,0.98013,0.95197,0.97269,0.93985,0.97574,0.94771,0.97044,0.9443,0.35109,0.47328,0.38356,0.66949,0.00432069,0.00432069,0.00432069
1139,115689,0.11784,0.06831,0.09136,0.89106,0.98013,0.95197,0.97272,0.93966,0.97574,0.94771,0.97044,0.94429,0.35124,0.47326,0.38411,0.66975,0.00431569,0.00431569,0.00431569
1140,115791,0.11683,0.06367,0.08974,0.89235,0.97896,0.95091,0.97261,0.93966,0.97566,0.94771,0.97043,0.94433,0.35117,0.47334,0.38451,0.66974,0.00431069,0.00431069,0.00431069
1141,115892,0.12081,0.06739,0.09619,0.88832,0.97899,0.95091,0.9726,0.9393,0.97569,0.94771,0.9704,0.94434,0.35099,0.47339,0.38463,0.66956,0.0043057,0.0043057,0.0043057
1142,115993,0.11607,0.06548,0.09109,0.88631,0.9789,0.95091,0.9726,0.93924,0.9756,0.94771,0.97041,0.94427,0.35065,0.47358,0.38439,0.66927,0.00430071,0.00430071,0.00430071
1143,116094,0.11877,0.068,0.09582,0.89303,0.97911,0.9506,0.97262,0.93916,0.97547,0.94771,0.97042,0.94429,0.35051,0.47369,0.38446,0.66926,0.00429571,0.00429571,0.00429571
1144,116196,0.11845,0.06246,0.09298,0.89002,0.97911,0.95057,0.9726,0.93937,0.97534,0.94771,0.97039,0.94427,0.35057,0.47371,0.38485,0.66954,0.00429071,0.00429071,0.00429071
1145,116297,0.11772,0.06638,0.09528,0.89697,0.97912,0.95068,0.97259,0.93935,0.97582,0.94748,0.97041,0.94425,0.35047,0.47363,0.38504,0.66965,0.00428572,0.00428572,0.00428572
1146,116398,0.1196,0.07254,0.09441,0.89641,0.97803,0.95021,0.9726,0.93937,0.97474,0.94733,0.9704,0.94423,0.35023,0.47356,0.38526,0.66952,0.00428072,0.00428072,0.00428072
1147,116500,0.11293,0.06619,0.0908,0.88775,0.97911,0.95059,0.97259,0.9394,0.97553,0.94771,0.97034,0.94419,0.34978,0.47357,0.38526,0.66915,0.00427573,0.00427573,0.00427573
1148,116601,0.11474,0.063,0.09129,0.89404,0.97911,0.95058,0.97256,0.93918,0.97551,0.94771,0.97028,0.94403,0.34943,0.47367,0.38517,0.66865,0.00427074,0.00427074,0.00427074
1149,116702,0.11756,0.07059,0.09231,0.89349,0.97911,0.95057,0.9726,0.93927,0.97502,0.94771,0.97032,0.94405,0.34904,0.47369,0.38502,0.66841,0.00426574,0.00426574,0.00426574
1150,116803,0.12234,0.06508,0.0979,0.88967,0.97827,0.94984,0.97258,0.93938,0.97469,0.94771,0.97032,0.94405,0.34899,0.47357,0.38511,0.66837,0.00426074,0.00426074,0.00426074
1151,116904,0.1162,0.06166,0.09208,0.89126,0.97802,0.94991,0.97256,0.93931,0.97475,0.94759,0.97028,0.94404,0.3491,0.47333,0.3853,0.66835,0.00425575,0.00425575,0.00425575
1152,117006,0.12077,0.07207,0.09351,0.89221,0.97803,0.95001,0.97253,0.93935,0.97475,0.94758,0.97026,0.94397,0.34913,0.47348,0.38561,0.6682,0.00425076,0.00425076,0.00425076
1153,117107,0.11612,0.0686,0.09329,0.88956,0.97803,0.95016,0.97253,0.93929,0.97474,0.94732,0.97027,0.94395,0.34853,0.47336,0.38585,0.66757,0.00424576,0.00424576,0.00424576
1154,117208,0.11544,0.06502,0.0916,0.89092,0.97803,0.95018,0.97253,0.93931,0.97474,0.94728,0.97027,0.94399,0.34804,0.47346,0.38579,0.66716,0.00424076,0.00424076,0.00424076
1155,117309,0.11664,0.06386,0.09168,0.89095,0.97803,0.95007,0.97253,0.93934,0.97474,0.94733,0.97027,0.94398,0.34752,0.47363,0.38567,0.66652,0.00423577,0.00423577,0.00423577
1156,117411,0.11624,0.06639,0.09151,0.89005,0.97803,0.95008,0.97253,0.93928,0.97474,0.94731,0.97026,0.94396,0.34722,0.4738,0.38577,0.66628,0.00423077,0.00423077,0.00423077
1157,117512,0.11544,0.06492,0.09137,0.88673,0.97803,0.94998,0.9725,0.9393,0.97474,0.94729,0.97025,0.94392,0.34715,0.47384,0.38603,0.66624,0.00422578,0.00422578,0.00422578
1158,117614,0.11778,0.06562,0.09467,0.89242,0.97692,0.94884,0.97249,0.93932,0.97474,0.94717,0.97024,0.94389,0.34714,0.47386,0.38636,0.66626,0.00422078,0.00422078,0.00422078
1159,117715,0.12046,0.06447,0.09493,0.89276,0.97695,0.94877,0.97249,0.93942,0.97474,0.94713,0.97023,0.94394,0.34718,0.47393,0.38689,0.66639,0.00421579,0.00421579,0.00421579
1160,117816,0.11815,0.06639,0.09843,0.89227,0.97705,0.94877,0.9725,0.93943,0.97474,0.94727,0.97024,0.94394,0.34719,0.47414,0.38715,0.66635,0.00421079,0.00421079,0.00421079
1161,117917,0.11526,0.06324,0.09733,0.88703,0.97725,0.94877,0.97248,0.93935,0.97474,0.94717,0.97023,0.94391,0.34731,0.47441,0.38687,0.66628,0.0042058,0.0042058,0.0042058
1162,118018,0.11559,0.06626,0.09552,0.88983,0.97738,0.94877,0.97244,0.93924,0.97366,0.94667,0.97019,0.94374,0.3474,0.47465,0.38704,0.66651,0.00420081,0.00420081,0.00420081
1163,118120,0.12011,0.07119,0.09455,0.89419,0.97746,0.94877,0.97244,0.93942,0.97356,0.94664,0.97019,0.94372,0.3472,0.47458,0.38711,0.6663,0.00419581,0.00419581,0.00419581
1164,118221,0.11998,0.06529,0.09816,0.89288,0.97644,0.94771,0.97237,0.93927,0.97346,0.94664,0.97011,0.94348,0.34684,0.4747,0.38671,0.66581,0.00419081,0.00419081,0.00419081
1165,118322,0.11942,0.06767,0.09705,0.89303,0.97639,0.94771,0.97237,0.93927,0.9734,0.94664,0.97011,0.94343,0.34651,0.47485,0.38647,0.66555,0.00418582,0.00418582,0.00418582
1166,118423,0.121,0.07046,0.09533,0.89291,0.97736,0.94877,0.97242,0.93895,0.97357,0.94664,0.97015,0.94345,0.3463,0.47468,0.38667,0.66571,0.00418082,0.00418082,0.00418082
1167,118525,0.12209,0.0697,0.10459,0.89178,0.97719,0.94877,0.97244,0.93891,0.97381,0.94664,0.97016,0.94343,0.3461,0.4747,0.38692,0.6655,0.00417583,0.00417583,0.00417583
1168,118626,0.11925,0.06769,0.09647,0.89009,0.97728,0.94877,0.97246,0.93862,0.97366,0.94674,0.9702,0.94346,0.34603,0.47475,0.38716,0.66545,0.00417084,0.00417084,0.00417084
1169,118727,0.11486,0.06728,0.0916,0.88966,0.97731,0.94877,0.97242,0.93879,0.97367,0.947,0.97015,0.94335,0.34594,0.47478,0.38735,0.6652,0.00416584,0.00416584,0.00416584
1170,118828,0.11472,0.06493,0.09511,0.89307,0.97738,0.94877,0.97242,0.93878,0.975,0.94664,0.97019,0.94332,0.34569,0.47479,0.38788,0.66478,0.00416084,0.00416084,0.00416084
1171,118930,0.11753,0.06954,0.09368,0.88966,0.97742,0.94877,0.97242,0.93872,0.97499,0.94664,0.97023,0.94332,0.34548,0.47463,0.38854,0.66467,0.00415585,0.00415585,0.00415585
1172,119031,0.11619,0.06763,0.09246,0.89326,0.9774,0.94877,0.97234,0.93877,0.97367,0.94718,0.97013,0.94325,0.34539,0.47459,0.38931,0.66459,0.00415086,0.00415086,0.00415086
1173,119132,0.11892,0.06544,0.09454,0.89289,0.97747,0.94877,0.9723,0.93872,0.97367,0.94716,0.9701,0.9432,0.34517,0.47472,0.39072,0.66443,0.00414586,0.00414586,0.00414586
1174,119233,0.11772,0.06603,0.09173,0.89551,0.97745,0.94877,0.9723,0.93894,0.97367,0.94711,0.97008,0.94311,0.34532,0.47432,0.39193,0.6642,0.00414086,0.00414086,0.00414086
1175,119334,0.11524,0.06699,0.09257,0.89331,0.98028,0.94877,0.9723,0.93905,0.97583,0.94798,0.97009,0.94324,0.34528,0.47458,0.39352,0.66411,0.00413587,0.00413587,0.00413587
1176,119435,0.11394,0.06711,0.09112,0.8937,0.98026,0.94877,0.97229,0.93901,0.97582,0.94768,0.97014,0.94315,0.34498,0.47453,0.39622,0.6638,0.00413087,0.00413087,0.00413087
1177,119536,0.1147,0.06196,0.09312,0.8926,0.97935,0.94877,0.97223,0.93873,0.97583,0.94799,0.97011,0.94311,0.34479,0.47454,0.39925,0.66361,0.00412588,0.00412588,0.00412588
1178,119637,0.11361,0.06612,0.09241,0.89099,0.97916,0.94877,0.97225,0.9388,0.97582,0.94767,0.97015,0.94321,0.34481,0.47459,0.40343,0.66368,0.00412088,0.00412088,0.00412088
1179,119738,0.1204,0.06827,0.09365,0.89059,0.97802,0.94985,0.97218,0.93864,0.97475,0.94751,0.9701,0.94311,0.34497,0.47479,0.40771,0.66391,0.00411589,0.00411589,0.00411589
1180,119840,0.11631,0.06643,0.09124,0.89091,0.9781,0.94984,0.97214,0.93836,0.97475,0.94754,0.97008,0.94302,0.34505,0.47481,0.4119,0.66389,0.00411089,0.00411089,0.00411089
1181,119941,0.11831,0.06764,0.09303,0.8897,0.97819,0.94984,0.97211,0.93822,0.97475,0.94755,0.97001,0.94289,0.3455,0.4747,0.41818,0.6641,0.0041059,0.0041059,0.0041059
1182,120042,0.11462,0.06363,0.09081,0.89036,0.97817,0.94984,0.97206,0.93814,0.97474,0.94728,0.96999,0.94282,0.34596,0.47484,0.4239,0.66477,0.00410091,0.00410091,0.00410091
1183,120143,0.11583,0.0644,0.09096,0.88858,0.98021,0.95142,0.97216,0.93824,0.97584,0.94822,0.97003,0.94289,0.34677,0.47508,0.43249,0.6658,0.00409591,0.00409591,0.00409591
1184,120244,0.11469,0.06218,0.09104,0.88998,0.97912,0.95107,0.97214,0.93826,0.97473,0.9468,0.97004,0.94275,0.34759,0.47517,0.44078,0.66651,0.00409091,0.00409091,0.00409091
1185,120345,0.11684,0.0693,0.09026,0.89075,0.98025,0.9535,0.97223,0.93837,0.97476,0.94816,0.97005,0.94272,0.34835,0.47507,0.44774,0.66727,0.00408592,0.00408592,0.00408592
1186,120446,0.11326,0.06483,0.08988,0.89037,0.98025,0.9533,0.97222,0.93848,0.97476,0.94812,0.97004,0.9427,0.34933,0.47507,0.45463,0.66841,0.00408093,0.00408093,0.00408093
1187,120547,0.11726,0.07007,0.09103,0.88742,0.98025,0.95329,0.97223,0.93843,0.97476,0.94796,0.97006,0.94278,0.35062,0.47504,0.46224,0.66992,0.00407593,0.00407593,0.00407593
1188,120648,0.11794,0.06854,0.09242,0.89029,0.98025,0.95337,0.9722,0.93819,0.97476,0.94803,0.97002,0.9428,0.35127,0.47523,0.46686,0.67085,0.00407094,0.00407094,0.00407094
1189,120749,0.11612,0.06338,0.09011,0.88952,0.98023,0.95234,0.97211,0.93819,0.97473,0.94701,0.96993,0.94268,0.35203,0.47534,0.47026,0.67169,0.00406594,0.00406594,0.00406594
1190,120850,0.11688,0.06435,0.09341,0.89118,0.98023,0.95235,0.97211,0.93818,0.97492,0.94664,0.96998,0.94268,0.35233,0.47559,0.4719,0.67219,0.00406094,0.00406094,0.00406094
1191,120952,0.11753,0.07392,0.09595,0.89051,0.97805,0.95112,0.97197,0.93804,0.97383,0.94664,0.96992,0.9427,0.35245,0.47565,0.47243,0.67195,0.00405595,0.00405595,0.00405595
1192,121053,0.12081,0.06537,0.09282,0.89286,0.97913,0.95131,0.97194,0.93803,0.97478,0.94664,0.96987,0.94256,0.35246,0.47576,0.47212,0.67183,0.00405096,0.00405096,0.00405096
1193,121155,0.11802,0.06842,0.09433,0.89428,0.97913,0.95122,0.97193,0.93814,0.97479,0.94664,0.96984,0.94252,0.35246,0.47591,0.47141,0.67162,0.00404596,0.00404596,0.00404596
1194,121256,0.11614,0.06849,0.08886,0.89286,0.97913,0.95127,0.97188,0.93781,0.97482,0.94664,0.96978,0.9424,0.35201,0.47601,0.4714,0.6712,0.00404096,0.00404096,0.00404096
1195,121357,0.11986,0.07008,0.15907,0.89623,0.97912,0.95106,0.97189,0.93787,0.9748,0.94664,0.96979,0.9424,0.35147,0.47602,0.47209,0.67057,0.00403597,0.00403597,0.00403597
1196,121458,0.11755,0.06683,0.09101,0.89257,0.97912,0.9511,0.9719,0.93823,0.97483,0.94664,0.96976,0.94247,0.35095,0.47581,0.47235,0.66993,0.00403097,0.00403097,0.00403097
1197,121560,0.11392,0.063,0.08867,0.88505,0.97913,0.9512,0.97186,0.93813,0.97482,0.94664,0.96972,0.94241,0.35093,0.47572,0.47208,0.66992,0.00402598,0.00402598,0.00402598
1198,121660,0.11651,0.06706,0.09115,0.88816,0.97913,0.95146,0.97185,0.938,0.97478,0.94664,0.96967,0.9424,0.35065,0.47585,0.47233,0.66963,0.00402098,0.00402098,0.00402098
1199,121761,0.11873,0.06664,0.22491,0.89207,0.97807,0.95176,0.97182,0.93766,0.97368,0.94749,0.96963,0.94229,0.35017,0.47571,0.47221,0.66889,0.00401599,0.00401599,0.00401599
1200,121862,0.11612,0.06482,0.09182,0.89115,0.97807,0.95176,0.97182,0.9375,0.97368,0.94749,0.96958,0.9421,0.34982,0.47576,0.47258,0.66839,0.00401099,0.00401099,0.00401099
1201,121964,0.11798,0.06733,0.09776,0.89017,0.97915,0.95205,0.97176,0.93777,0.97454,0.94984,0.96996,0.94211,0.34953,0.47565,0.47319,0.66845,0.004006,0.004006,0.004006
1202,122065,0.12058,0.07046,0.09699,0.89913,0.97916,0.95284,0.97167,0.93771,0.97166,0.95129,0.96992,0.94202,0.3491,0.4754,0.47406,0.66838,0.00400101,0.00400101,0.00400101
1203,122166,0.11578,0.07002,0.09457,0.89095,0.97917,0.95302,0.97162,0.93739,0.97166,0.95121,0.96986,0.94191,0.34877,0.4753,0.47433,0.66832,0.00399601,0.00399601,0.00399601
1204,122267,0.11451,0.07092,0.08903,0.89082,0.97917,0.95299,0.97158,0.93738,0.97478,0.94892,0.96984,0.9419,0.34841,0.47526,0.47446,0.6682,0.00399101,0.00399101,0.00399101
1205,122368,0.11804,0.06617,0.09503,0.89013,0.97808,0.95256,0.97154,0.93728,0.97141,0.95197,0.96983,0.94174,0.34812,0.47531,0.47472,0.66807,0.00398602,0.00398602,0.00398602
1206,122469,0.11624,0.06589,0.08962,0.89195,0.97701,0.95261,0.97145,0.93694,0.97034,0.95197,0.96975,0.94165,0.34792,0.47545,0.47487,0.66772,0.00398103,0.00398103,0.00398103
1207,122570,0.11925,0.06812,0.09246,0.89217,0.9763,0.95197,0.97138,0.93714,0.97039,0.95197,0.96968,0.94146,0.34796,0.47555,0.47478,0.6679,0.00397603,0.00397603,0.00397603
1208,122671,0.11731,0.06663,0.09154,0.8913,0.97631,0.95197,0.97141,0.93726,0.9727,0.95078,0.96968,0.94132,0.34773,0.47536,0.47527,0.66805,0.00397103,0.00397103,0.00397103
1209,122772,0.11737,0.07093,0.09374,0.88923,0.97631,0.95197,0.97139,0.93745,0.9727,0.9508,0.96969,0.94135,0.3475,0.47537,0.47574,0.66808,0.00396604,0.00396604,0.00396604
1210,122873,0.11463,0.06784,0.08962,0.89153,0.97594,0.95231,0.97144,0.93749,0.97271,0.95091,0.96967,0.94162,0.34711,0.47497,0.47595,0.66771,0.00396104,0.00396104,0.00396104
1211,122974,0.11342,0.06581,0.08801,0.89001,0.97593,0.95208,0.97144,0.93752,0.97271,0.95108,0.9697,0.94164,0.34695,0.47493,0.47638,0.66783,0.00395605,0.00395605,0.00395605
1212,123075,0.11294,0.06661,0.09076,0.88547,0.97594,0.95227,0.97144,0.93753,0.97062,0.95197,0.96972,0.94173,0.3468,0.4753,0.47697,0.66797,0.00395105,0.00395105,0.00395105
1213,123176,0.11442,0.06239,0.0883,0.888,0.97595,0.95282,0.97146,0.93769,0.97075,0.95197,0.96976,0.94174,0.34663,0.47529,0.4772,0.66805,0.00394606,0.00394606,0.00394606
1214,123277,0.11578,0.065,0.09051,0.88951,0.97599,0.95426,0.97145,0.93786,0.97272,0.95125,0.96975,0.9416,0.34593,0.4753,0.47707,0.66781,0.00394106,0.00394106,0.00394106
1215,123379,0.11698,0.07065,0.09015,0.89285,0.97492,0.95431,0.97141,0.93757,0.97165,0.9511,0.96972,0.94152,0.3457,0.47535,0.47698,0.66745,0.00393607,0.00393607,0.00393607
1216,123480,0.11599,0.0647,0.09017,0.88961,0.97492,0.95432,0.97138,0.93748,0.97166,0.95134,0.96967,0.9414,0.34533,0.47502,0.47708,0.66713,0.00393107,0.00393107,0.00393107
1217,123581,0.11265,0.06575,0.09854,0.88732,0.97492,0.9543,0.97136,0.93726,0.97166,0.95132,0.96964,0.94144,0.34516,0.47496,0.47724,0.66722,0.00392608,0.00392608,0.00392608
1218,123682,0.11691,0.06683,0.09302,0.89267,0.97703,0.9534,0.97135,0.93729,0.97375,0.9502,0.96966,0.94147,0.34494,0.47501,0.47773,0.66733,0.00392108,0.00392108,0.00392108
1219,123783,0.11911,0.07031,0.09162,0.89059,0.97704,0.95368,0.97136,0.93733,0.97376,0.95048,0.96967,0.94137,0.3448,0.47502,0.47833,0.66738,0.00391609,0.00391609,0.00391609
1220,123884,0.11333,0.06366,0.08705,0.89301,0.97704,0.95371,0.97135,0.93732,0.97376,0.95051,0.96964,0.9414,0.34466,0.4749,0.479,0.66719,0.00391109,0.00391109,0.00391109
1221,123985,0.11755,0.06438,0.08841,0.89056,0.97705,0.95401,0.97132,0.93729,0.97377,0.95081,0.96961,0.94138,0.34414,0.47472,0.4795,0.66707,0.0039061,0.0039061,0.0039061
1222,124086,0.11416,0.06196,0.09003,0.891,0.97705,0.95408,0.97131,0.93723,0.97377,0.95087,0.96963,0.94144,0.34351,0.47464,0.48005,0.66678,0.0039011,0.0039011,0.0039011
1223,124187,0.11179,0.0607,0.08866,0.88971,0.97701,0.95255,0.97124,0.93711,0.97375,0.95022,0.96956,0.94136,0.34307,0.47466,0.47998,0.66643,0.00389611,0.00389611,0.00389611
1224,124288,0.11392,0.06494,0.08866,0.88578,0.97701,0.95258,0.97122,0.93708,0.97375,0.95022,0.9695,0.94123,0.34273,0.47453,0.48023,0.66607,0.00389111,0.00389111,0.00389111
1225,124389,0.11351,0.06543,0.08674,0.88817,0.97595,0.95267,0.97121,0.93717,0.96995,0.95197,0.9695,0.94119,0.34263,0.47466,0.48019,0.66611,0.00388612,0.00388612,0.00388612
1226,124490,0.11476,0.06741,0.08912,0.89295,0.97702,0.9527,0.97124,0.93727,0.97114,0.95197,0.96954,0.94119,0.34249,0.47446,0.48015,0.66612,0.00388112,0.00388112,0.00388112
1227,124591,0.11338,0.06204,0.08764,0.89146,0.97702,0.95266,0.97119,0.93728,0.97102,0.95197,0.96952,0.94117,0.34248,0.47453,0.48042,0.66635,0.00387613,0.00387613,0.00387613
1228,124692,0.11658,0.06156,0.0903,0.88643,0.97593,0.95211,0.97021,0.93722,0.97049,0.95197,0.96953,0.94125,0.34207,0.47444,0.48042,0.66643,0.00387113,0.00387113,0.00387113
1229,124793,0.11234,0.05978,0.09708,0.8898,0.97664,0.95091,0.97029,0.93725,0.96973,0.95197,0.96965,0.94158,0.3419,0.4745,0.48052,0.6667,0.00386614,0.00386614,0.00386614
1230,124894,0.11569,0.06015,0.08755,0.89114,0.97764,0.95091,0.97035,0.93755,0.96957,0.95203,0.96969,0.9418,0.34162,0.47452,0.48074,0.66672,0.00386114,0.00386114,0.00386114
1231,124995,0.11491,0.07288,0.10235,0.88693,0.97607,0.95091,0.9704,0.93755,0.97169,0.95237,0.96974,0.9418,0.34124,0.47456,0.48051,0.66662,0.00385615,0.00385615,0.00385615
1232,125096,0.11578,0.06367,0.0936,0.88578,0.97699,0.95176,0.97041,0.93756,0.97169,0.95236,0.96976,0.94178,0.34086,0.47443,0.48062,0.66655,0.00385115,0.00385115,0.00385115
1233,125197,0.11186,0.06665,0.14998,0.88945,0.97699,0.95169,0.97037,0.93749,0.97169,0.95242,0.96972,0.94164,0.34048,0.47441,0.48054,0.66638,0.00384616,0.00384616,0.00384616
