epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
547,55726,0.13375,0.07574,0.11333,0.89597,0.96964,0.95451,0.96971,0.92987,0.97381,0.95255,0.97215,0.94001,0.33116,0.43558,0.37555,0.66878,0.00727273,0.00727273,0.00727273
548,55827.1,0.13106,0.07494,0.13749,0.90338,0.96965,0.9546,0.96971,0.92999,0.97381,0.95256,0.97213,0.93998,0.33114,0.43572,0.37603,0.6686,0.00726773,0.00726773,0.00726773
549,55928.2,0.1291,0.06653,0.10763,0.89749,0.96964,0.95434,0.96974,0.92991,0.9738,0.9521,0.97215,0.93989,0.33067,0.43585,0.37617,0.66741,0.00726274,0.00726274,0.00726274
550,56029.3,0.12975,0.06989,0.10509,0.89949,0.96975,0.95304,0.96974,0.92979,0.97442,0.95197,0.97211,0.93975,0.33045,0.4358,0.37656,0.66665,0.00725775,0.00725775,0.00725775
551,56130.6,0.12913,0.08069,0.11081,0.90174,0.96991,0.95304,0.96977,0.92976,0.97467,0.95197,0.97212,0.93958,0.33017,0.43596,0.37646,0.66633,0.00725275,0.00725275,0.00725275
552,56231.8,0.13415,0.07156,0.11092,0.89938,0.97171,0.95305,0.96978,0.92982,0.97488,0.95251,0.9721,0.9397,0.33,0.43625,0.37649,0.66592,0.00724775,0.00724775,0.00724775
553,56333,0.13545,0.07782,0.11067,0.90174,0.97279,0.95382,0.96982,0.92996,0.97476,0.95197,0.97213,0.93977,0.32975,0.43632,0.37636,0.66553,0.00724276,0.00724276,0.00724276
554,56434.2,0.13196,0.0708,0.10755,0.90011,0.97279,0.95384,0.9699,0.93013,0.97484,0.9512,0.97221,0.93989,0.32953,0.43643,0.37607,0.66494,0.00723777,0.00723777,0.00723777
555,56535.5,0.13172,0.07579,0.10601,0.90064,0.97279,0.95403,0.96998,0.93085,0.97447,0.95091,0.9723,0.94009,0.3294,0.43647,0.37571,0.6645,0.00723277,0.00723277,0.00723277
556,56636.7,0.13565,0.07974,0.10876,0.9026,0.97279,0.95403,0.97002,0.93087,0.9745,0.95091,0.97231,0.94017,0.32915,0.43655,0.37549,0.66391,0.00722777,0.00722777,0.00722777
557,56738,0.13554,0.07594,0.11066,0.898,0.97175,0.95437,0.9701,0.93084,0.97378,0.95127,0.97234,0.93997,0.32895,0.43662,0.37541,0.66351,0.00722278,0.00722278,0.00722278
558,56839.3,0.13405,0.07558,0.17206,0.89891,0.97175,0.95439,0.97017,0.93133,0.97272,0.9515,0.97241,0.9405,0.32836,0.43665,0.37564,0.66247,0.00721778,0.00721778,0.00721778
559,56940.6,0.12961,0.07893,0.10408,0.89808,0.97068,0.95413,0.97026,0.93151,0.97165,0.95115,0.97237,0.94052,0.32805,0.43652,0.37554,0.66187,0.00721279,0.00721279,0.00721279
560,57041.8,0.12691,0.0722,0.10737,0.89623,0.97152,0.95411,0.97028,0.93133,0.97281,0.95446,0.97236,0.94041,0.32785,0.43638,0.37533,0.66139,0.00720779,0.00720779,0.00720779
561,57143.2,0.13269,0.07715,0.10441,0.90203,0.9722,0.95411,0.97034,0.9315,0.97386,0.95434,0.97242,0.94059,0.32758,0.43656,0.37527,0.66066,0.0072028,0.0072028,0.0072028
562,57244.4,0.13068,0.0726,0.105,0.90041,0.9707,0.95458,0.97031,0.93155,0.97299,0.95411,0.97221,0.94055,0.32752,0.43668,0.37533,0.66048,0.00719781,0.00719781,0.00719781
563,57345.7,0.12876,0.07503,0.10613,0.89964,0.97177,0.9551,0.97025,0.93149,0.97426,0.95411,0.97218,0.9406,0.32734,0.43681,0.37542,0.66002,0.00719281,0.00719281,0.00719281
564,57446.8,0.13254,0.07433,0.10528,0.90505,0.97282,0.95483,0.97025,0.93145,0.97599,0.95446,0.97214,0.9404,0.32736,0.43703,0.37528,0.65973,0.00718782,0.00718782,0.00718782
565,57548,0.12956,0.07075,0.10806,0.89921,0.97282,0.95491,0.9702,0.93131,0.97552,0.95411,0.97212,0.94043,0.32776,0.43718,0.37557,0.65976,0.00718282,0.00718282,0.00718282
566,57649.4,0.12796,0.07564,0.10337,0.89804,0.97282,0.95486,0.97023,0.93132,0.97492,0.95436,0.97212,0.94052,0.32775,0.43714,0.37597,0.65949,0.00717782,0.00717782,0.00717782
567,57750.7,0.12868,0.07064,0.10299,0.8983,0.97245,0.95518,0.97016,0.93163,0.97493,0.95447,0.97213,0.94058,0.32756,0.43716,0.37613,0.65896,0.00717283,0.00717283,0.00717283
568,57851.9,0.13082,0.07892,0.10809,0.90153,0.97272,0.95518,0.97016,0.93152,0.97494,0.95513,0.97213,0.94057,0.32736,0.43717,0.37602,0.65832,0.00716784,0.00716784,0.00716784
569,57953.1,0.13076,0.07694,0.10663,0.89869,0.97278,0.95518,0.97015,0.93146,0.97444,0.95518,0.97211,0.94037,0.32733,0.43721,0.37614,0.65809,0.00716284,0.00716284,0.00716284
570,58054.4,0.13113,0.07219,0.10257,0.90222,0.97283,0.95518,0.97018,0.93142,0.97457,0.95518,0.97214,0.94031,0.32739,0.43734,0.37637,0.65787,0.00715785,0.00715785,0.00715785
571,58155.4,0.13229,0.07684,0.10836,0.89863,0.97281,0.95518,0.9702,0.93143,0.97459,0.95518,0.97216,0.94032,0.32739,0.43743,0.37661,0.65764,0.00715285,0.00715285,0.00715285
572,58257,0.13329,0.07816,0.10726,0.90084,0.97281,0.95518,0.97019,0.93109,0.97465,0.95518,0.97213,0.93996,0.32747,0.43737,0.37671,0.65764,0.00714786,0.00714786,0.00714786
573,58358.1,0.12932,0.0768,0.10373,0.89705,0.97282,0.95512,0.97015,0.93089,0.97545,0.95518,0.97209,0.93984,0.32769,0.43733,0.3767,0.65802,0.00714286,0.00714286,0.00714286
574,58459,0.13339,0.07071,0.10931,0.89909,0.97282,0.95498,0.97015,0.93082,0.97569,0.95518,0.97208,0.93987,0.32781,0.43736,0.37648,0.65795,0.00713787,0.00713787,0.00713787
575,58560,0.13037,0.07328,0.1148,0.89903,0.97281,0.95452,0.97017,0.93086,0.97602,0.95518,0.9721,0.9398,0.32796,0.43757,0.37628,0.65772,0.00713287,0.00713287,0.00713287
576,58661.2,0.1299,0.0776,0.10332,0.90234,0.97388,0.95514,0.97015,0.93076,0.97672,0.95518,0.97206,0.93972,0.32807,0.43764,0.3762,0.65783,0.00712788,0.00712788,0.00712788
577,58762.2,0.12927,0.0695,0.10271,0.90129,0.97393,0.95411,0.9701,0.93055,0.97762,0.95518,0.97205,0.93959,0.32802,0.43779,0.37594,0.65761,0.00712288,0.00712288,0.00712288
578,58863,0.13483,0.07468,0.10753,0.90346,0.97491,0.95368,0.97002,0.93036,0.97779,0.95518,0.97198,0.93952,0.32811,0.43778,0.376,0.65775,0.00711789,0.00711789,0.00711789
579,58964,0.12727,0.0739,0.10317,0.89534,0.97472,0.95304,0.96998,0.93022,0.97786,0.95518,0.97194,0.93942,0.32822,0.4376,0.37601,0.65788,0.00711289,0.00711289,0.00711289
580,59065.5,0.13125,0.07324,0.10688,0.89485,0.97489,0.9532,0.96993,0.93013,0.97782,0.95518,0.97189,0.93927,0.3283,0.43814,0.37402,0.65771,0.0071079,0.0071079,0.0071079
581,59166.5,0.12993,0.07043,0.10775,0.89817,0.97491,0.95364,0.96992,0.92986,0.97789,0.95518,0.97184,0.93918,0.32836,0.43806,0.37412,0.65775,0.0071029,0.0071029,0.0071029
582,59267.5,0.13225,0.07624,0.10431,0.9028,0.9749,0.95343,0.96991,0.92984,0.97782,0.95518,0.97183,0.93924,0.32828,0.43798,0.37356,0.65752,0.0070979,0.0070979,0.0070979
583,59368.5,0.13194,0.07783,0.10951,0.9016,0.9749,0.95341,0.96989,0.93022,0.97791,0.95518,0.97183,0.93929,0.32796,0.43769,0.37353,0.65688,0.00709291,0.00709291,0.00709291
584,59469.4,0.1302,0.07575,0.10324,0.89944,0.97492,0.95304,0.96987,0.93018,0.97794,0.95518,0.97181,0.93948,0.32795,0.43742,0.37313,0.65693,0.00708792,0.00708792,0.00708792
585,59570.8,0.12721,0.06996,0.10509,0.89399,0.97491,0.95363,0.96987,0.93061,0.97799,0.95518,0.97179,0.9392,0.32787,0.4373,0.37274,0.65683,0.00708292,0.00708292,0.00708292
586,59671.8,0.1329,0.07578,0.10479,0.90289,0.97492,0.95402,0.96985,0.93069,0.97801,0.95518,0.97176,0.9391,0.32799,0.43718,0.37219,0.65697,0.00707793,0.00707793,0.00707793
587,59772.9,0.13085,0.07345,0.10578,0.90011,0.97491,0.95398,0.9699,0.93074,0.97811,0.95518,0.97181,0.93918,0.32803,0.437,0.37201,0.65699,0.00707293,0.00707293,0.00707293
588,59873.8,0.13137,0.07219,0.10268,0.89733,0.97491,0.95389,0.96968,0.93027,0.97771,0.95518,0.97157,0.93907,0.32813,0.43643,0.37337,0.65736,0.00706794,0.00706794,0.00706794
589,59974.6,0.12825,0.07106,0.10236,0.89591,0.97491,0.9538,0.9697,0.9307,0.97707,0.95509,0.97155,0.93909,0.32805,0.43658,0.37294,0.65745,0.00706294,0.00706294,0.00706294
590,60075.6,0.12981,0.0753,0.10365,0.9004,0.97491,0.95379,0.96974,0.93072,0.97707,0.95518,0.97156,0.9392,0.3279,0.43643,0.37244,0.65754,0.00705795,0.00705795,0.00705795
591,60176.7,0.12978,0.07475,0.10905,0.90054,0.97491,0.95373,0.9698,0.93094,0.97706,0.95478,0.9716,0.93932,0.32784,0.43644,0.3723,0.65759,0.00705295,0.00705295,0.00705295
592,60278,0.1297,0.07492,0.10369,0.90049,0.97385,0.95372,0.96985,0.93107,0.97598,0.95401,0.97165,0.93943,0.32754,0.43655,0.37178,0.65743,0.00704796,0.00704796,0.00704796
593,60378.8,0.12949,0.07524,0.10254,0.89801,0.97491,0.95393,0.96987,0.93114,0.97705,0.95405,0.97198,0.93961,0.32749,0.43657,0.37117,0.65772,0.00704296,0.00704296,0.00704296
594,60480,0.13431,0.07423,0.11142,0.90254,0.97597,0.95346,0.96987,0.9311,0.97811,0.95395,0.97198,0.93952,0.32769,0.43668,0.37005,0.65814,0.00703797,0.00703797,0.00703797
595,60581,0.13396,0.06994,0.11291,0.9027,0.97596,0.95307,0.96985,0.93092,0.97811,0.95396,0.97194,0.9394,0.32784,0.43675,0.36951,0.65832,0.00703297,0.00703297,0.00703297
596,60682.2,0.13198,0.07963,0.10787,0.89652,0.97593,0.95187,0.96985,0.93123,0.97811,0.95383,0.97195,0.93947,0.32806,0.43678,0.36918,0.65874,0.00702797,0.00702797,0.00702797
597,60783.2,0.13041,0.08017,0.10236,0.8979,0.9738,0.95187,0.96983,0.93116,0.97598,0.95385,0.97191,0.93938,0.32775,0.43674,0.36946,0.65854,0.00702298,0.00702298,0.00702298
598,60884.4,0.13395,0.07112,0.11071,0.89773,0.97489,0.95286,0.96993,0.93117,0.97598,0.95385,0.97193,0.93935,0.32783,0.43668,0.3689,0.65862,0.00701799,0.00701799,0.00701799
599,60985.5,0.13131,0.07414,0.10744,0.89618,0.97489,0.95288,0.96996,0.93131,0.97598,0.95382,0.97192,0.94007,0.32789,0.43669,0.36797,0.65863,0.00701299,0.00701299,0.00701299
600,61086.5,0.12552,0.07177,0.10204,0.89204,0.97598,0.95388,0.97003,0.93145,0.97597,0.95375,0.97192,0.93987,0.32796,0.43659,0.36761,0.65866,0.007008,0.007008,0.007008
601,61187.4,0.12865,0.0707,0.10293,0.89656,0.97598,0.95384,0.97008,0.93123,0.97597,0.95363,0.97196,0.93954,0.32826,0.43663,0.36721,0.65905,0.007003,0.007003,0.007003
602,61288.5,0.13201,0.07399,0.10674,0.89941,0.97597,0.95376,0.97009,0.93153,0.97597,0.95346,0.97195,0.9394,0.32862,0.43641,0.36656,0.65946,0.00699801,0.00699801,0.00699801
603,61389.4,0.12931,0.07261,0.10429,0.89786,0.97595,0.95266,0.97005,0.93174,0.97704,0.95353,0.97197,0.93956,0.32921,0.43638,0.36584,0.66027,0.00699301,0.00699301,0.00699301
604,61490.4,0.1289,0.07091,0.10286,0.89949,0.97522,0.95197,0.97002,0.93142,0.97653,0.95304,0.97194,0.93947,0.32914,0.43661,0.36557,0.66014,0.00698802,0.00698802,0.00698802
605,61591.4,0.1306,0.07498,0.1033,0.9006,0.97519,0.95197,0.96999,0.93128,0.97645,0.95304,0.97193,0.93967,0.32918,0.43681,0.36519,0.66027,0.00698302,0.00698302,0.00698302
606,61692.3,0.12955,0.07691,0.10467,0.89742,0.97524,0.95197,0.97001,0.93111,0.97645,0.95304,0.97194,0.93969,0.32944,0.4369,0.36476,0.66046,0.00697802,0.00697802,0.00697802
607,61793.5,0.13315,0.07834,0.10549,0.89871,0.97524,0.95197,0.97007,0.93122,0.97645,0.95304,0.97202,0.94025,0.32959,0.43697,0.36493,0.66076,0.00697303,0.00697303,0.00697303
608,61894.5,0.12985,0.07089,0.10053,0.90506,0.97523,0.95304,0.97018,0.93157,0.97562,0.95304,0.97206,0.94035,0.32964,0.43695,0.36425,0.66122,0.00696804,0.00696804,0.00696804
609,61995.4,0.13225,0.07426,0.10527,0.89698,0.97517,0.95304,0.97026,0.93211,0.97569,0.95304,0.97216,0.94056,0.32956,0.43703,0.36405,0.66117,0.00696304,0.00696304,0.00696304
610,62096.5,0.12712,0.06947,0.10236,0.8986,0.97505,0.95304,0.9703,0.93186,0.9759,0.95304,0.9722,0.94063,0.3296,0.43713,0.36371,0.66115,0.00695805,0.00695805,0.00695805
611,62197.7,0.13119,0.07214,0.10739,0.9051,0.97497,0.95304,0.97038,0.93226,0.97609,0.95304,0.97229,0.94081,0.32958,0.43714,0.36328,0.66108,0.00695305,0.00695305,0.00695305
612,62298.6,0.13246,0.07827,0.10993,0.89735,0.97493,0.95304,0.97041,0.93256,0.97612,0.95304,0.97236,0.94089,0.3294,0.43679,0.36315,0.66069,0.00694805,0.00694805,0.00694805
613,62399.5,0.12843,0.0758,0.10005,0.89671,0.97524,0.95304,0.97046,0.93265,0.9761,0.95304,0.9724,0.94113,0.32925,0.43666,0.363,0.66056,0.00694306,0.00694306,0.00694306
614,62500.7,0.12618,0.07881,0.10511,0.8935,0.97481,0.95304,0.97049,0.93284,0.97489,0.95304,0.97246,0.94119,0.32923,0.43661,0.36305,0.66059,0.00693807,0.00693807,0.00693807
615,62601.7,0.13154,0.07554,0.1048,0.90137,0.97489,0.95315,0.97052,0.93286,0.97489,0.95307,0.97247,0.94131,0.32944,0.43657,0.36306,0.66091,0.00693307,0.00693307,0.00693307
616,62702.8,0.13058,0.07305,0.10442,0.90079,0.97596,0.95334,0.97059,0.93249,0.97596,0.95304,0.97255,0.94109,0.32954,0.43664,0.36324,0.66092,0.00692808,0.00692808,0.00692808
617,62803.9,0.13077,0.08032,0.10757,0.90103,0.97597,0.95345,0.97061,0.93269,0.97596,0.95318,0.97259,0.94118,0.32953,0.43658,0.36312,0.66092,0.00692308,0.00692308,0.00692308
618,62904.9,0.13235,0.08263,0.10576,0.90001,0.97597,0.95354,0.97066,0.93292,0.97596,0.95329,0.97261,0.94119,0.32929,0.43634,0.36343,0.66032,0.00691809,0.00691809,0.00691809
619,63005.8,0.13162,0.07193,0.10641,0.89916,0.97597,0.9536,0.97045,0.93298,0.97597,0.95342,0.97234,0.94118,0.32927,0.4363,0.36325,0.66061,0.00691309,0.00691309,0.00691309
620,63106.8,0.1336,0.07635,0.10768,0.90389,0.97597,0.95362,0.97047,0.93275,0.97596,0.95324,0.97234,0.94117,0.32919,0.43629,0.36296,0.66042,0.00690809,0.00690809,0.00690809
621,63207.9,0.13033,0.07345,0.10492,0.89965,0.976,0.95473,0.97053,0.93285,0.97599,0.95304,0.97232,0.94124,0.32895,0.43605,0.36277,0.6601,0.0069031,0.0069031,0.0069031
622,63308.8,0.1315,0.07672,0.10377,0.90199,0.976,0.95467,0.97051,0.93282,0.97504,0.95304,0.97232,0.9412,0.32856,0.43583,0.36303,0.65969,0.0068981,0.0068981,0.0068981
623,63409.8,0.13018,0.07193,0.10719,0.89903,0.976,0.95474,0.9705,0.93272,0.9749,0.95333,0.97231,0.94111,0.32837,0.43578,0.36277,0.65951,0.00689311,0.00689311,0.00689311
624,63510.9,0.1272,0.07086,0.10545,0.899,0.976,0.95472,0.97046,0.93257,0.97497,0.95304,0.97225,0.94106,0.32825,0.43574,0.36243,0.65935,0.00688812,0.00688812,0.00688812
625,63612,0.12604,0.06711,0.10239,0.89573,0.976,0.95467,0.9705,0.93264,0.97567,0.95304,0.97228,0.94109,0.32815,0.43573,0.36223,0.65919,0.00688312,0.00688312,0.00688312
626,63713.3,0.13251,0.07147,0.10461,0.89936,0.976,0.95471,0.97052,0.93273,0.97553,0.95304,0.97227,0.9411,0.32815,0.43569,0.3619,0.65915,0.00687813,0.00687813,0.00687813
627,63814.3,0.1286,0.07258,0.10429,0.89865,0.976,0.95468,0.97047,0.93259,0.97555,0.95304,0.97221,0.941,0.32806,0.43566,0.36159,0.65887,0.00687313,0.00687313,0.00687313
628,63915.2,0.12971,0.07565,0.10232,0.89633,0.976,0.9547,0.97046,0.93257,0.97547,0.95304,0.97222,0.94097,0.32813,0.4357,0.36112,0.65887,0.00686814,0.00686814,0.00686814
629,64016.3,0.13287,0.0749,0.10804,0.89986,0.976,0.95474,0.97052,0.93258,0.97489,0.95306,0.97225,0.94102,0.32806,0.43584,0.36079,0.65876,0.00686314,0.00686314,0.00686314
630,64117.4,0.12967,0.07581,0.1839,0.89877,0.97385,0.95376,0.97045,0.93265,0.97383,0.95311,0.97231,0.9411,0.32791,0.43616,0.36058,0.65861,0.00685815,0.00685815,0.00685815
631,64218.2,0.13082,0.07681,0.15544,0.89565,0.97491,0.95388,0.97056,0.9328,0.975,0.95304,0.97242,0.94095,0.32792,0.43621,0.36031,0.65844,0.00685315,0.00685315,0.00685315
632,64319.5,0.13042,0.07139,0.10623,0.89879,0.97491,0.95381,0.97057,0.93271,0.9749,0.95347,0.97247,0.94126,0.32786,0.43612,0.36023,0.65846,0.00684816,0.00684816,0.00684816
633,64420.4,0.13037,0.07666,0.10748,0.89803,0.97491,0.95372,0.97068,0.93287,0.97554,0.95304,0.97256,0.94135,0.32779,0.43568,0.36016,0.65832,0.00684316,0.00684316,0.00684316
634,64521.3,0.12887,0.07359,0.10736,0.8998,0.976,0.95477,0.97088,0.9332,0.97572,0.95304,0.97268,0.94165,0.32782,0.43574,0.35979,0.65828,0.00683817,0.00683817,0.00683817
635,64622.4,0.13082,0.0713,0.1045,0.89743,0.976,0.95478,0.97096,0.93346,0.97552,0.95304,0.97277,0.94188,0.32777,0.43571,0.35964,0.6582,0.00683317,0.00683317,0.00683317
636,64723.3,0.12743,0.07356,0.1039,0.896,0.97494,0.95491,0.97095,0.93356,0.97443,0.95304,0.9728,0.94192,0.32776,0.43554,0.35941,0.65825,0.00682817,0.00682817,0.00682817
637,64824.4,0.12775,0.07074,0.10417,0.90081,0.97385,0.95387,0.97089,0.93365,0.97312,0.95197,0.97277,0.94213,0.32767,0.43529,0.35926,0.65818,0.00682318,0.00682318,0.00682318
638,64925.4,0.12833,0.07302,0.10333,0.90005,0.97385,0.95401,0.97091,0.93368,0.97306,0.95197,0.97278,0.94208,0.32756,0.4353,0.35906,0.65794,0.00681819,0.00681819,0.00681819
639,65026.5,0.12721,0.07522,0.10216,0.89874,0.97385,0.95402,0.97095,0.93389,0.97287,0.95197,0.97281,0.94216,0.32768,0.43542,0.35902,0.65782,0.00681319,0.00681319,0.00681319
640,65127.7,0.12822,0.07509,0.10393,0.89542,0.97386,0.95412,0.97101,0.93407,0.97292,0.95197,0.97288,0.94224,0.3278,0.43545,0.3587,0.65787,0.0068082,0.0068082,0.0068082
641,65228.5,0.12951,0.07455,0.10625,0.89787,0.97386,0.95413,0.971,0.93407,0.97176,0.95091,0.97195,0.94216,0.32795,0.43559,0.35868,0.65794,0.0068032,0.0068032,0.0068032
642,65329.7,0.12896,0.07366,0.10182,0.90099,0.97386,0.95432,0.97103,0.93404,0.97168,0.95091,0.97198,0.94226,0.32792,0.43562,0.35857,0.65783,0.0067982,0.0067982,0.0067982
643,65430.7,0.12509,0.07673,0.10019,0.8967,0.97386,0.95429,0.97106,0.93444,0.97165,0.95095,0.97202,0.94243,0.32796,0.43567,0.35876,0.65783,0.00679321,0.00679321,0.00679321
644,65531.5,0.12842,0.07104,0.15672,0.89309,0.97348,0.95304,0.97102,0.93457,0.97271,0.95103,0.97207,0.94238,0.32771,0.4361,0.35901,0.65762,0.00678822,0.00678822,0.00678822
645,65632.7,0.12926,0.07689,0.11826,0.90157,0.97384,0.95337,0.9711,0.93505,0.97378,0.95119,0.97217,0.94234,0.32761,0.43639,0.35902,0.65771,0.00678322,0.00678322,0.00678322
646,65733.8,0.13149,0.07792,0.10576,0.89727,0.97386,0.95411,0.97143,0.9353,0.97378,0.95118,0.97222,0.9426,0.3278,0.4367,0.35863,0.65799,0.00677822,0.00677822,0.00677822
647,65834.6,0.12942,0.06849,0.10665,0.90493,0.97385,0.95377,0.97145,0.93515,0.97378,0.95132,0.97222,0.94266,0.32811,0.43694,0.35832,0.65855,0.00677323,0.00677323,0.00677323
648,65935.4,0.13066,0.07177,0.10493,0.90381,0.97385,0.95376,0.97144,0.93517,0.97378,0.95138,0.97226,0.94263,0.32822,0.43722,0.35813,0.65888,0.00676824,0.00676824,0.00676824
649,66036.5,0.12992,0.07303,0.10565,0.90004,0.97386,0.9541,0.97146,0.93509,0.97378,0.95144,0.97226,0.94253,0.3282,0.43735,0.35803,0.65901,0.00676324,0.00676324,0.00676324
650,66137.4,0.13358,0.07956,0.10945,0.90271,0.97386,0.95413,0.97154,0.93516,0.97378,0.95141,0.97236,0.94268,0.32845,0.43728,0.35771,0.65968,0.00675824,0.00675824,0.00675824
651,66238.5,0.13009,0.06816,0.10691,0.9003,0.97382,0.95411,0.97156,0.93521,0.97318,0.95091,0.97241,0.94264,0.32777,0.43732,0.35798,0.65829,0.00675325,0.00675325,0.00675325
652,66339.7,0.12974,0.07305,0.10268,0.90023,0.97376,0.95411,0.9716,0.93502,0.97314,0.95091,0.97242,0.94264,0.32811,0.43718,0.35806,0.65875,0.00674825,0.00674825,0.00674825
653,66440.7,0.13089,0.06811,0.10488,0.90002,0.97367,0.95411,0.97137,0.9347,0.97275,0.95091,0.97247,0.94256,0.32825,0.43695,0.35807,0.65886,0.00674326,0.00674326,0.00674326
654,66541.6,0.12758,0.066,0.10483,0.89815,0.97343,0.95411,0.97139,0.93482,0.97271,0.95102,0.97249,0.94256,0.32844,0.43683,0.35838,0.65902,0.00673827,0.00673827,0.00673827
655,66642.6,0.1295,0.08049,0.10355,0.89912,0.9734,0.95411,0.97138,0.93467,0.97271,0.95107,0.9725,0.94243,0.32871,0.43673,0.3587,0.65929,0.00673327,0.00673327,0.00673327
656,66743.7,0.13174,0.07517,0.11282,0.90078,0.9728,0.95423,0.97138,0.93484,0.97291,0.95091,0.97253,0.94244,0.32892,0.43693,0.35879,0.65963,0.00672828,0.00672828,0.00672828
657,66845,0.13289,0.07182,0.10617,0.90221,0.9728,0.95421,0.97169,0.9352,0.97284,0.95091,0.97255,0.94262,0.32898,0.43688,0.35921,0.65994,0.00672328,0.00672328,0.00672328
658,66946.1,0.13264,0.07292,0.10448,0.90025,0.9728,0.95415,0.97167,0.93496,0.97263,0.95091,0.97251,0.94254,0.32907,0.43695,0.35959,0.66,0.00671828,0.00671828,0.00671828
659,67047.2,0.12904,0.06867,0.10311,0.89889,0.9728,0.95407,0.97137,0.93479,0.97216,0.95091,0.97248,0.94239,0.32923,0.43692,0.36004,0.66012,0.00671329,0.00671329,0.00671329
660,67148.1,0.12621,0.07273,0.10326,0.89666,0.97283,0.95548,0.97135,0.93502,0.97169,0.95237,0.97244,0.94255,0.32962,0.43714,0.36002,0.6604,0.00670829,0.00670829,0.00670829
661,67249.2,0.13182,0.07722,0.11267,0.89854,0.97284,0.95573,0.97137,0.93504,0.97169,0.9525,0.97243,0.94267,0.32981,0.43714,0.36025,0.66061,0.0067033,0.0067033,0.0067033
662,67350.4,0.13052,0.07731,0.10465,0.90073,0.97284,0.95585,0.9717,0.9354,0.97169,0.95252,0.97244,0.94298,0.32987,0.43728,0.36037,0.6607,0.0066983,0.0066983,0.0066983
663,67451.3,0.13047,0.07789,0.10551,0.89998,0.97285,0.95595,0.97171,0.93502,0.9717,0.95265,0.97244,0.94293,0.33012,0.43734,0.36037,0.66113,0.00669331,0.00669331,0.00669331
664,67552.2,0.12695,0.06902,0.10487,0.89729,0.97285,0.95597,0.97178,0.93521,0.9717,0.95282,0.97252,0.94307,0.33033,0.43724,0.36034,0.66159,0.00668832,0.00668832,0.00668832
665,67653.4,0.12954,0.07027,0.10566,0.8942,0.97391,0.95614,0.97152,0.93506,0.9728,0.95422,0.97256,0.94302,0.33028,0.43717,0.36064,0.66155,0.00668332,0.00668332,0.00668332
666,67754.4,0.13276,0.07458,0.10702,0.89858,0.9728,0.95624,0.97156,0.93518,0.97262,0.95411,0.97259,0.94318,0.33031,0.43719,0.36075,0.66171,0.00667832,0.00667832,0.00667832
667,67855.2,0.12463,0.06865,0.10009,0.89623,0.97239,0.95624,0.9715,0.9352,0.97203,0.95411,0.97252,0.94326,0.33054,0.43713,0.36091,0.6624,0.00667333,0.00667333,0.00667333
668,67956.4,0.13391,0.07502,0.10686,0.90187,0.97215,0.95624,0.97183,0.93531,0.97175,0.95437,0.97255,0.94338,0.33066,0.43717,0.36105,0.66276,0.00666834,0.00666834,0.00666834
669,68057.6,0.13285,0.08345,0.10757,0.90011,0.97288,0.9571,0.97185,0.93531,0.97175,0.95453,0.97254,0.94335,0.33064,0.43733,0.36121,0.66283,0.00666334,0.00666334,0.00666334
670,68158.8,0.12586,0.06952,0.10542,0.89741,0.97139,0.95731,0.97186,0.93547,0.9718,0.95411,0.97258,0.94325,0.33083,0.43741,0.36135,0.66297,0.00665835,0.00665835,0.00665835
671,68259.8,0.12996,0.07627,0.10471,0.89937,0.97145,0.95731,0.97187,0.93552,0.97174,0.95414,0.97259,0.94336,0.33095,0.43745,0.36146,0.66309,0.00665335,0.00665335,0.00665335
672,68360.8,0.12883,0.07532,0.10397,0.90027,0.97138,0.95731,0.97185,0.93554,0.97184,0.95411,0.9726,0.94338,0.33106,0.43749,0.36146,0.66311,0.00664836,0.00664836,0.00664836
673,68461.9,0.12639,0.07082,0.10078,0.90039,0.97132,0.95731,0.97188,0.93558,0.97197,0.95411,0.97259,0.94341,0.33113,0.43736,0.36138,0.66321,0.00664336,0.00664336,0.00664336
674,68563.1,0.13067,0.08108,0.10791,0.90115,0.97025,0.95731,0.97187,0.93551,0.97176,0.95495,0.97255,0.94339,0.33126,0.43722,0.36139,0.66337,0.00663836,0.00663836,0.00663836
675,68664.2,0.13056,0.07673,0.10437,0.90086,0.97037,0.95731,0.97155,0.93558,0.97165,0.95518,0.97224,0.94341,0.33149,0.4371,0.36124,0.66363,0.00663337,0.00663337,0.00663337
676,68765.3,0.12836,0.07726,0.25027,0.89565,0.97156,0.95731,0.9716,0.93546,0.9728,0.95518,0.97231,0.94341,0.3315,0.43679,0.3611,0.66362,0.00662837,0.00662837,0.00662837
677,68866.4,0.12702,0.07135,0.16537,0.89665,0.97257,0.95731,0.97163,0.93555,0.97177,0.95505,0.97232,0.94358,0.33177,0.43675,0.36083,0.66417,0.00662338,0.00662338,0.00662338
678,68967.7,0.13207,0.07958,0.10583,0.90009,0.97269,0.95731,0.97161,0.93556,0.97183,0.95518,0.97231,0.94356,0.33147,0.43656,0.36063,0.66394,0.00661839,0.00661839,0.00661839
